,text
4482,تبغو دراما بزاف شعب لي سباتو غزاتلو لحقو وين تصاورها كامل بارطاجاوهم ردوهازموضوع الساعه قاعدين يسبو فيها يقولو هدي لي كنتو تقولو عليها بنت فامليا واش دخلهم فيها لكان واحد ماحكا عليها منضنش تجي تسب الناس ياو ديباصاو لي ليميت نعرفو شعبنا اغلبيه ساحقه زانيه دايرا لباطل ممبعد يجو يسبو لمخلوقه مكان مادخلنا فيها حتا وزنات ربي لي حاسب تخطي راسنا نخطو راسها مناش حانتحاسبو معاها فلقبر باش سبت ناس هكدا عندعا لحق من لخر ماخممتوش بلي فضيحه كماهديك تاثير تعها علا الانسان عايلتو كاين لي تقدر تنتحر كاين لي حتا تفقد عقلها اعصابها دونك باش سبت ناس هكدا معنتها راهي
5175,وزيرة الثقافة ماسونية ربما يهودية صهيونية يا تبون رانا نوكلو عليك رب العالمين اذا ما حاوزتهاش
5324,هدا مابشبه لوالو هادي مزيفة ماية عملية تجميلية مكياج بالجملة الا هم عندهم نيف ميدخلوش الجزاير لا نتشرف بهم
1806,اللهم صل وسلم وبارك على سيدنا محمد
5852,سياحة سياحة ماذا ترويج للعري والواوا وخد الواوا وهاك الواوا والله لا يدخلوها باذن الله
908,نعناعة رجعة لعوايدها عندها وجه صحيح باردة القلب
4990,ممكن تتكلم عن موضوع استهزاء قناة صهيونية للملك واين يوجد الاحراج في هذا الموقف الملك ليس رسول كذلك نحن الجزايريون عندما استهزي الاعلام المغربي بالرييس ديالنا ولا جزايري او قناة اعترضت لان هذا الشيء داخل في حرية التعبير
1557,هدو غيشين مليح في الحياه الدني انت معشتش مليح وتزيد تلقهم في جهنم معك بلك يدحلو الجنة وحن لهن لا لهيه
1401,ياو خلاصت عليك روحي اخطينا كرهناك كي نشوفك نكره حياتي
4929,ربي كشفها ماكان مادير
3338,الله ابهدلك راكي فرحانة بروحك لوكان حاجة مليحة ماتصحلكش ليك
6022,نيفو هابط الفن الجزايري مكانش 0
1191,قولولها تروح تعطي الخروبة راه الزوفري بالكونتيتي
3301,وهذي شكون الله مانعرفها المهم باينة كانت تحوس على الشهرة كما كان الحال بصحان لوجه منحية الستر عريانة في راسها جيعانة
115,سمحيلي بصح قمح مشرك
2382,ڨالتها جبهتك جبرية
2916,لالا حنا ماشي كيف كيف المرى مرى والراجل راجل
5866,لا منقبلش يجونا هاك ناس مستحيل ننسا شو حكو علا شهداء جزاير وشعبها خليكم في بلدكم احسن ما تشوفو ايام سودة معنا
4812,انا واحد من ناس لدفعة عليه نحترمه بصح هذا التسجيل شاهدنا الوجه الحقيقي
1395,لاتستطيعي ان تخبي الشمس بالغربال الناس راهي عارفة وفايقة بلي ماكيش سواسوا فهت
3169,عندها الحق غزاتلهم
2027,يا ختي بردتيلي قلبى كلش صح هدرة قانون
5715,ماعندنا مانديرو بيهم
1611,هذي مازالت تبين خنشوشها يعردوها المرخس
4034,نتي بروحك جيراتيم راكي مستيكيا جيتي تهدري معرفتيش نتي دلي معريا روحك ستري روحك تربي
4378,دوقا راكي خامجة محترفة تقدري تلعبي في فريق ميا خليفة فهوليود
940,وجه البخس
575,تاكل لاكان البورقة نشا الله ياخي عقلية ياخي فاسق وماتحشمش تقيحيب مداير حالة
1967,انتي شى خصك كاش مادرتي لي ماشوفوك ماقيموك قالولك طز
1487,مستوى تحت 0 انت ولي راهم يستاضفوك كي انت كي هوما
1233,واش تكذبي واش تكذبي شكون يندب عليك ويدير مونتاج لهاملة كيفك واش رايحين يستفادو مثلا
5443,الجزاير غالية وهومة يرخس فيها نعلت الله عليهم
2107,ماتعرفش كامل تهدر هدي هدرة تقولها على ولاد بلادها ربي يهديها نشاله
2606,ينخلعو فيك نتيا مونييا زدتي هاك ولا عفسو عليك
5892,الله اكبر تحيا الجزاءر عاشت امنة سالمه من كيد الكاءدين ومن شر الحاسدين والحاقدين اللهم احفظ رءيس تبون من كل سوء امين
2832,بالاك توحشت اللحم علابيها راهي تريق وحصلتها فالشباب نسات بلي فيهم خوها باباها
2771,البايرة
4919,شوهتي سمعة الميلاحة
3001,صح زعمامن ناحية الصراحة عندها الحق هاد الشي رانا نشوفو فيه بعينينا وصلنا لواحد الوقت صعيب بزاف
6009,هادي كامل فرنسا وش دير مشي دزيرين ونصهم لحركى
3337,شكيط تقعدي شكيط
648,صح عندها الحق في كلمات صح ولينا
2700,كان زمان واحد راجل اسمو جحا يشيخو بيه الناس واليوم وحدة عندها نقص في كلش راها حابة تولي جحجوحة تاع 2020
911,يعزيك في راسك يا الراعية واقيلا قاسك الجوع بالصح انت تلبسي تاع 10 يا الجيعانة الناس ما لقاتش واش تاكل وانت اقعدي تزوخي لوكان رحتي مع حبيبتك ميرا الجيعان الا شبع واعر حالو
5520,هولاء ماسون يدعون الي تدمير الاخلاق ونشر الرذيلة
681,انا نقولك اختي بغافو خاطرش تشجعتي هدرتي قلتي الصح بنت بلادي الحقيقة مرة كي تنسمع علابيها فية كبيرة مهيش متقبلة لي هدرتيه ربي يهدينا بالتوفيق
1051,فايحة
757,الغباء لو كان انسانا
4190,بينا مشي هي٠
4423,عيب عليك بشري ماشي هكدا الهدرة بنتي علي حقيقتك هبطتي المستوي مستوي زيروا
5070,من هذه الدعوة لترويج السياحة نعرفوا بلي المسوولين معندهمش الرجلة والنيف مع انوا هذوا الفنانين سبوا الجزاير الا انهم دعوهم اقسم بربي العالمين الجزاير لن تتطور مادام كلاب فرنسا يسيروا الجزاير
3972,عندها الحق ونعطيها مليار حق
744,مفهمتش فاش غلطت قالت صح ومعممتش قالت لي يتحرشو ولي يسبو بعضهم ويقذفو بعض حددت الفءة وخدمتها مفهمتش فاش كلاكم قلبكك واقع هدراتوو وكل واحد يعرف روحو لي ضراتو ودار واش قالت هوا لي راه يغلي ويشيع بلي سبت لجزاير اكل
298,اشرف منك يالفاهمة المحجبة نو راكي غالطة مكاش جزايري ماشي رحيم
2720,واقيلا هي لي راهي متشهية اللحم المرڤاز بالظبط
3736,هادي خصها لحمميها مليح مشي ملور مل س قح
2780,كي تموتي رجال سيادك لي يدفنوك
2179,انا كلامها عجبني صراحة مانكذبوش على رواحنا هذي هي حقيقتنا
3560,هاديك لغتاصبوها اغتصبها صاحبها راحت معاه برضايتها اوك ربي يرحمها لكان جاو البنات مستورات الرجال ميدناوش ليهم انت يسيلوا الريوڨ تع عليك ماشي تع فموا بسك انت امتالك شوهتوا صورة لجزاير الله يهديكم
3282,الحراير تاع الجزاير والمراة الحرة لحمها ميشوفش من هب ودب
604,اعرفي كيفاش توصلي حدرتك استري روحك استدلي بكلمات من القران كون راهو شعب سمعلك انت طريقة كلامك هي لي وصلتك لهذا الحال
